order_id,order_date,category,sub_category,region,supply_chain_status,inventory_days,quantity,unit_cost,unit_price,discount_pct,gross_revenue,total_cost,net_revenue,net_profit,profit_margin_pct
ORD-17672,2023-10-16,Apparel,Footwear,North,On-Time,15,5,70.47,120.63,0.05,603.15,352.35,572.99,220.64,38.51
ORD-17673,2023-06-15,Furniture,Tables,East,On-Time,141,2,121.10,149.95,0.52,299.90,242.20,143.95,-98.25,-68.25
ORD-17674,2023-04-02,Furniture,Chairs,North,On-Time,101,5,390.86,453.41,0.48,2267.05,1954.30,1178.87,-775.43,-65.78
ORD-17675,2023-04-28,Apparel,Shirts,West,"Delayed - Transit",173,4,275.87,293.74,0.39,1174.96,1103.48,716.73,-386.75,-53.96
ORD-17676,2023-11-12,Furniture,Tables,East,On-Time,141,3,354.29,399.95,0.36,1199.85,1062.87,767.90,-294.97,-38.41
ORD-17677,2023-04-15,Apparel,Pants,North,On-Time,4,5,303.01,596.55,0.00,2982.75,1515.05,2982.75,1467.70,49.21
ORD-17678,2023-06-02,Furniture,Desks,West,"Delayed - Transit",121,5,263.47,344.22,0.38,1721.10,1317.35,1067.08,-250.27,-23.45
ORD-17679,2023-02-02,Electronics,Computers,East,"Delayed - Customs",86,3,240.85,292.55,0.39,877.65,722.55,535.37,-187.18,-34.96
ORD-17680,2023-07-12,Apparel,Pants,East,On-Time,19,3,180.51,380.02,0.05,1140.06,541.53,1083.06,541.53,50.00
ORD-17681,2023-06-04,Apparel,Pants,East,On-Time,19,4,57.65,132.97,0.05,531.88,230.60,505.29,274.69,54.36
ORD-17682,2023-07-24,Apparel,Footwear,West,On-Time,40,3,30.30,67.50,0.00,202.50,90.90,202.50,111.60,55.11
ORD-17683,2023-10-06,Furniture,Chairs,South,"Delayed - Transit",134,2,369.10,403.18,0.43,806.36,738.20,459.63,-278.57,-60.61
ORD-17684,2023-11-05,Furniture,Chairs,West,On-Time,147,5,341.56,400.76,0.45,2003.80,1707.80,1102.09,-605.71,-54.96
ORD-17685,2023-08-19,Furniture,Desks,West,"Delayed - Customs",120,4,377.57,426.03,0.64,1704.12,1510.28,613.48,-896.80,-146.18
ORD-17686,2023-10-07,Apparel,Footwear,East,On-Time,34,5,378.33,700.55,0.05,3502.75,1891.65,3327.61,1435.96,43.15
ORD-17687,2023-02-23,Furniture,Chairs,East,On-Time,85,3,341.49,458.67,0.05,1376.01,1024.47,1307.21,282.74,21.63
ORD-17688,2023-10-24,Apparel,Shirts,East,On-Time,32,3,350.79,678.39,0.05,2035.17,1052.37,1933.41,881.04,45.57
ORD-17689,2023-05-22,Furniture,Desks,North,On-Time,123,4,163.72,202.98,0.59,811.92,654.88,332.89,-321.99,-96.73
ORD-17690,2023-03-21,Apparel,Footwear,North,On-Time,42,4,336.15,567.84,0.05,2271.36,1344.60,2157.79,813.19,37.69
ORD-17691,2023-09-22,Electronics,Accessories,East,"Delayed - Transit",165,1,227.82,263.60,0.38,263.60,227.82,163.43,-64.39,-39.40
ORD-17692,2023-06-27,Electronics,Audio,South,On-Time,15,5,337.11,680.27,0.05,3401.35,1685.55,3231.28,1545.73,47.84
ORD-17693,2023-03-11,Apparel,Footwear,East,On-Time,26,2,222.86,409.30,0.05,818.60,445.72,777.67,331.95,42.69
ORD-17694,2023-01-03,Electronics,Computers,North,On-Time,22,4,22.28,36.52,0.05,146.08,89.12,138.78,49.66,35.78
ORD-17695,2023-11-08,Electronics,Computers,West,On-Time,30,2,357.91,806.00,0.00,1612.00,715.82,1612.00,896.18,55.59
ORD-17696,2023-01-24,Electronics,Accessories,North,On-Time,36,4,359.07,692.04,0.00,2768.16,1436.28,2768.16,1331.88,48.11
ORD-17697,2023-01-11,Apparel,Pants,West,"Delayed - Customs",130,3,295.42,338.45,0.41,1015.35,886.26,599.06,-287.20,-47.94
ORD-17698,2023-08-14,Apparel,Footwear,East,"Delayed - Transit",93,2,306.11,379.33,0.39,758.66,612.22,462.78,-149.44,-32.29
ORD-17699,2023-11-20,Furniture,Desks,North,On-Time,100,5,80.75,90.49,0.47,452.45,403.75,239.80,-163.95,-68.37
ORD-17700,2023-03-22,Apparel,Footwear,West,On-Time,25,5,182.96,380.14,0.05,1900.70,914.80,1805.67,890.87,49.34
ORD-17701,2023-12-26,Electronics,Accessories,North,"Delayed - Transit",120,5,39.38,48.68,0.42,243.40,196.90,141.17,-55.73,-39.48
ORD-17702,2023-08-26,Furniture,Chairs,West,On-Time,135,4,384.32,425.48,0.39,1701.92,1537.28,1038.17,-499.11,-48.08
ORD-17703,2023-10-16,Apparel,Shirts,North,On-Time,45,2,33.57,57.93,0.05,115.86,67.14,110.07,42.93,39.00
ORD-17704,2023-11-17,Furniture,Tables,West,On-Time,125,2,235.94,307.85,0.56,615.70,471.88,270.91,-200.97,-74.18
ORD-17705,2023-04-21,Furniture,Tables,East,On-Time,101,4,308.50,369.89,0.39,1479.56,1234.00,902.53,-331.47,-36.73
ORD-17706,2023-11-13,Furniture,Tables,South,"Delayed - Customs",139,3,202.02,225.52,0.47,676.56,606.06,358.58,-247.48,-69.02
ORD-17707,2023-10-07,Electronics,Audio,South,On-Time,30,3,307.02,498.29,0.00,1494.87,921.06,1494.87,573.81,38.39
ORD-17708,2023-08-17,Electronics,Audio,South,"Delayed - Transit",132,1,343.20,445.05,0.62,445.05,343.20,169.12,-174.08,-102.93
ORD-17709,2023-07-23,Electronics,Accessories,East,On-Time,23,1,108.22,249.42,0.05,249.42,108.22,236.95,128.73,54.33
ORD-17710,2023-06-16,Apparel,Pants,North,"Delayed - Transit",60,3,290.77,308.98,0.05,926.94,872.31,880.59,8.28,0.94
ORD-17711,2023-11-07,Electronics,Audio,East,"Delayed - Transit",141,4,106.38,130.35,0.55,521.40,425.52,234.63,-190.89,-81.36
ORD-17712,2023-06-05,Electronics,Audio,East,"Delayed - Customs",148,2,24.59,28.55,0.53,57.10,49.18,26.84,-22.34,-83.25
ORD-17713,2023-09-25,Apparel,Pants,West,On-Time,56,5,24.90,40.52,0.00,202.60,124.50,202.60,78.10,38.55
ORD-17714,2023-09-12,Furniture,Chairs,West,"Delayed - Customs",36,2,169.08,213.25,0.05,426.50,338.16,405.18,67.02,16.54
ORD-17715,2023-08-02,Furniture,Desks,South,On-Time,66,1,144.76,158.01,0.05,158.01,144.76,150.11,5.35,3.56
ORD-17716,2023-07-20,Apparel,Pants,West,On-Time,34,1,264.50,478.47,0.05,478.47,264.50,454.55,190.05,41.81
ORD-17717,2023-02-18,Electronics,Computers,East,On-Time,6,1,75.93,165.99,0.00,165.99,75.93,165.99,90.06,54.26
ORD-17718,2023-03-17,Furniture,Desks,South,On-Time,64,5,83.02,103.30,0.05,516.50,415.10,490.68,75.58,15.40
ORD-17719,2023-10-06,Apparel,Pants,East,"Delayed - Transit",118,4,385.79,488.43,0.62,1953.72,1543.16,742.41,-800.75,-107.86
ORD-17720,2023-04-18,Electronics,Computers,East,"Delayed - Customs",139,4,102.02,108.70,0.57,434.80,408.08,186.96,-221.12,-118.27
ORD-17721,2023-03-25,Furniture,Chairs,North,On-Time,125,4,319.43,365.06,0.41,1460.24,1277.72,861.54,-416.18,-48.31
ORD-17722,2023-08-22,Apparel,Pants,East,"Delayed - Transit",92,5,29.42,36.53,0.55,182.65,147.10,82.19,-64.91,-78.97
ORD-17723,2023-03-22,Apparel,Footwear,North,On-Time,40,2,48.07,77.84,0.00,155.68,96.14,155.68,59.54,38.25
ORD-17724,2023-12-01,Apparel,Footwear,South,On-Time,31,1,383.30,918.89,0.05,918.89,383.30,872.95,489.65,56.09
ORD-17725,2023-12-27,Apparel,Pants,South,On-Time,35,2,146.48,254.23,0.05,508.46,292.96,483.04,190.08,39.35
ORD-17726,2023-10-05,Furniture,Chairs,North,On-Time,69,2,195.16,210.68,0.05,421.36,390.32,400.29,9.97,2.49
ORD-17727,2023-01-23,Apparel,Shirts,East,On-Time,18,3,220.56,524.36,0.05,1573.08,661.68,1494.43,832.75,55.72
ORD-17728,2023-11-29,Electronics,Computers,East,On-Time,33,4,200.52,388.46,0.00,1553.84,802.08,1553.84,751.76,48.38
ORD-17729,2023-11-07,Furniture,Desks,West,On-Time,117,4,390.50,526.60,0.41,2106.40,1562.00,1242.78,-319.22,-25.69
ORD-17730,2023-10-12,Electronics,Accessories,North,"Delayed - Customs",102,4,275.91,332.69,0.40,1330.76,1103.64,798.46,-305.18,-38.22
ORD-17731,2023-10-17,Apparel,Shirts,South,On-Time,36,3,200.96,327.64,0.00,982.92,602.88,982.92,380.04,38.66
ORD-17732,2023-01-26,Furniture,Chairs,East,On-Time,110,1,48.55,64.33,0.54,64.33,48.55,29.59,-18.96,-64.07
ORD-17733,2023-12-04,Electronics,Computers,North,On-Time,27,5,320.10,550.51,0.00,2752.55,1600.50,2752.55,1152.05,41.85
ORD-17734,2023-11-15,Electronics,Accessories,West,On-Time,29,2,146.31,254.96,0.00,509.92,292.62,509.92,217.30,42.61
ORD-17735,2023-12-17,Electronics,Audio,West,On-Time,31,2,158.10,367.03,0.00,734.06,316.20,734.06,417.86,56.92
ORD-17736,2023-03-26,Electronics,Computers,East,On-Time,16,4,95.39,216.30,0.05,865.20,381.56,821.94,440.38,53.58
ORD-17737,2023-08-08,Apparel,Pants,West,On-Time,18,2,345.01,603.58,0.00,1207.16,690.02,1207.16,517.14,42.84
ORD-17738,2023-08-20,Apparel,Pants,West,On-Time,22,5,101.36,208.07,0.00,1040.35,506.80,1040.35,533.55,51.29
ORD-17739,2023-04-25,Electronics,Accessories,South,"Delayed - Transit",101,1,98.15,127.47,0.38,127.47,98.15,79.03,-19.12,-24.19
ORD-17740,2023-08-23,Furniture,Tables,South,"Delayed - Transit",97,2,73.79,86.42,0.64,172.84,147.58,62.22,-85.36,-137.18
ORD-17741,2023-03-06,Apparel,Footwear,East,"Delayed - Transit",105,3,165.79,186.72,0.57,560.16,497.37,240.87,-256.50,-106.49
ORD-17742,2023-07-30,Apparel,Shirts,South,On-Time,22,4,115.50,270.56,0.00,1082.24,462.00,1082.24,620.24,57.31
ORD-17743,2023-08-26,Apparel,Uncategorized,South,On-Time,36,2,53.24,92.37,0.05,184.74,106.48,175.50,69.02,39.33
ORD-17744,2023-02-13,Furniture,Tables,North,On-Time,101,1,368.97,456.42,0.35,456.42,368.97,296.67,-72.30,-24.37
ORD-17745,2023-07-16,Electronics,Accessories,West,"Delayed - Transit",135,1,232.15,274.90,0.40,274.90,232.15,164.94,-67.21,-40.75
ORD-17746,2023-05-06,Apparel,Pants,East,On-Time,25,4,391.05,937.87,0.00,3751.48,1564.20,3751.48,2187.28,58.30
ORD-17747,2023-05-09,Electronics,Accessories,South,On-Time,14,1,115.47,272.64,0.05,272.64,115.47,259.01,143.54,55.42
ORD-17748,2023-09-10,Apparel,Footwear,East,"Delayed - Transit",85,5,261.30,338.70,0.05,1693.50,1306.50,1608.83,302.33,18.79
ORD-17749,2023-07-24,Electronics,Computers,South,On-Time,24,5,395.31,917.58,0.05,4587.90,1976.55,4358.51,2381.96,54.65
ORD-17750,2023-02-18,Apparel,Footwear,North,On-Time,43,3,122.62,249.01,0.05,747.03,367.86,709.68,341.82,48.17
ORD-17751,2023-05-11,Electronics,Accessories,East,On-Time,20,3,149.56,262.66,0.00,787.98,448.68,787.98,339.30,43.06
ORD-17752,2023-03-23,Furniture,Desks,East,On-Time,149,2,77.25,90.44,0.64,180.88,154.50,65.12,-89.38,-137.27
ORD-17753,2023-08-28,Furniture,Chairs,North,"Delayed - Transit",148,2,142.89,181.50,0.62,363.00,285.78,137.94,-147.84,-107.18
ORD-17754,2023-10-29,Apparel,Footwear,West,On-Time,40,4,352.27,693.01,0.00,2772.04,1409.08,2772.04,1362.96,49.17
ORD-17755,2023-03-20,Apparel,Shirts,South,On-Time,46,3,86.96,141.60,0.00,424.80,260.88,424.80,163.92,38.59
ORD-17756,2023-01-22,Furniture,Chairs,South,On-Time,131,4,322.99,383.86,0.50,1535.44,1291.96,767.72,-524.24,-68.29
ORD-17757,2023-05-25,Furniture,Desks,North,On-Time,106,1,328.52,354.99,0.65,354.99,328.52,124.25,-204.27,-164.41
ORD-17758,2023-06-09,Electronics,Accessories,West,"Delayed - Customs",125,2,206.78,272.33,0.63,544.66,413.56,201.52,-212.04,-105.22
ORD-17759,2023-01-11,Electronics,Accessories,East,On-Time,30,5,319.11,561.68,0.05,2808.40,1595.55,2667.98,1072.43,40.20
ORD-17760,2023-07-15,Apparel,Pants,South,On-Time,38,3,152.32,310.59,0.05,931.77,456.96,885.18,428.22,48.38
ORD-17761,2023-02-25,Apparel,Shirts,East,On-Time,19,4,87.75,175.74,0.05,702.96,351.00,667.81,316.81,47.44
ORD-17762,2023-09-30,Furniture,Desks,North,On-Time,171,1,355.38,464.04,0.36,464.04,355.38,296.99,-58.39,-19.66
ORD-17763,2023-11-17,Apparel,Pants,East,On-Time,27,5,196.99,393.45,0.05,1967.25,984.95,1868.89,883.94,47.30
ORD-17764,2023-01-26,Electronics,Computers,East,"Delayed - Customs",154,4,225.52,301.57,0.53,1206.28,902.08,566.95,-335.13,-59.11
ORD-17765,2023-01-18,Furniture,Tables,South,On-Time,92,4,244.94,270.31,0.40,1081.24,979.76,648.74,-331.02,-51.02
ORD-17766,2023-10-10,Electronics,Accessories,South,On-Time,27,3,76.81,181.93,0.05,545.79,230.43,518.50,288.07,55.56
ORD-17767,2023-06-17,Apparel,Shirts,South,On-Time,21,2,290.64,589.17,0.00,1178.34,581.28,1178.34,597.06,50.67
ORD-17768,2023-10-27,Apparel,Footwear,West,On-Time,21,4,351.10,815.54,0.00,3262.16,1404.40,3262.16,1857.76,56.95
ORD-17769,2023-06-06,Furniture,Tables,West,On-Time,143,4,364.01,395.26,0.37,1581.04,1456.04,996.06,-459.98,-46.18
ORD-17770,2023-01-02,Apparel,Pants,East,On-Time,9,3,17.17,27.70,0.05,83.10,51.51,78.95,27.44,34.75
ORD-17771,2023-11-13,Furniture,Tables,South,On-Time,110,1,356.62,428.17,0.48,428.17,356.62,222.65,-133.97,-60.17
ORD-17772,2023-12-17,Furniture,Tables,North,On-Time,147,3,27.35,29.28,0.53,87.84,82.05,41.28,-40.77,-98.74
ORD-17773,2023-07-31,Furniture,Tables,East,On-Time,116,3,78.21,102.52,0.51,307.56,234.63,150.70,-83.93,-55.69
ORD-17774,2023-01-31,Electronics,Accessories,North,On-Time,42,5,261.58,431.48,0.00,2157.40,1307.90,2157.40,849.50,39.38
ORD-17775,2023-09-20,Furniture,Desks,West,On-Time,158,5,240.59,319.98,0.58,1599.90,1202.95,671.96,-530.99,-79.02
ORD-17776,2023-09-05,Apparel,Footwear,East,"Delayed - Transit",140,5,122.05,148.81,0.47,744.05,610.25,394.35,-215.90,-54.75
ORD-17777,2023-03-16,Electronics,Audio,West,On-Time,17,2,57.49,117.97,0.00,235.94,114.98,235.94,120.96,51.27
ORD-17778,2023-01-08,Apparel,Footwear,North,On-Time,35,4,117.45,199.57,0.05,798.28,469.80,758.37,288.57,38.05
ORD-17779,2023-10-31,Furniture,Chairs,South,"Delayed - Customs",101,5,357.33,430.32,0.49,2151.60,1786.65,1097.32,-689.33,-62.82
ORD-17780,2023-09-21,Furniture,Chairs,North,On-Time,126,4,100.56,121.23,0.39,484.92,402.24,295.80,-106.44,-35.98
ORD-17781,2023-02-21,Electronics,Accessories,East,On-Time,54,1,151.51,255.67,0.05,255.67,151.51,242.89,91.38,37.62
ORD-17782,2023-07-01,Electronics,Audio,North,"Delayed - Customs",109,5,135.67,181.02,0.35,905.10,678.35,588.32,-90.04,-15.30
ORD-17783,2023-12-21,Apparel,Pants,East,On-Time,32,4,323.49,544.62,0.00,2178.48,1293.96,2178.48,884.52,40.60
ORD-17784,2023-08-08,Furniture,Desks,East,On-Time,164,5,241.89,309.75,0.55,1548.75,1209.45,696.94,-512.51,-73.54
ORD-17785,2023-12-06,Electronics,Computers,West,On-Time,42,2,379.28,671.63,0.05,1343.26,758.56,1276.10,517.54,40.56
ORD-17786,2023-03-13,Furniture,Desks,South,On-Time,75,4,380.19,417.13,0.00,1668.52,1520.76,1668.52,147.76,8.86
ORD-17787,2023-10-07,Furniture,Chairs,West,On-Time,123,3,151.04,185.86,0.63,557.58,453.12,206.30,-246.82,-119.64
ORD-17788,2023-04-19,Furniture,Tables,East,On-Time,101,1,321.96,389.94,0.61,389.94,321.96,152.08,-169.88,-111.71
ORD-17789,2023-12-24,Furniture,Chairs,West,On-Time,91,3,388.34,438.71,0.63,1316.13,1165.02,486.97,-678.05,-139.24
ORD-17790,2023-11-02,Electronics,Computers,South,On-Time,38,2,83.76,140.79,0.00,281.58,167.52,281.58,114.06,40.51
ORD-17791,2023-03-18,Furniture,Desks,North,On-Time,95,4,185.27,207.96,0.43,831.84,741.08,474.15,-266.93,-56.30
ORD-17792,2023-08-27,Furniture,Desks,East,On-Time,124,4,44.20,48.16,0.40,192.64,176.80,115.58,-61.22,-52.96
ORD-17793,2023-02-10,Furniture,Tables,East,On-Time,133,5,324.99,382.12,0.43,1910.60,1624.95,1089.04,-535.91,-49.21
ORD-17794,2023-04-25,Furniture,Chairs,East,On-Time,96,1,175.04,215.56,0.64,215.56,175.04,77.60,-97.44,-125.56
ORD-17795,2023-09-30,Electronics,Accessories,East,On-Time,17,3,157.51,324.39,0.05,973.17,472.53,924.51,451.98,48.89
ORD-17796,2023-01-30,Furniture,Desks,South,On-Time,146,1,243.30,295.21,0.53,295.21,243.30,138.75,-104.55,-75.35
ORD-17797,2023-06-25,Electronics,Audio,East,On-Time,43,3,294.11,673.12,0.00,2019.36,882.33,2019.36,1137.03,56.31
ORD-17798,2023-07-05,Electronics,Computers,West,On-Time,18,1,195.93,398.93,0.05,398.93,195.93,378.98,183.05,48.30
ORD-17799,2023-02-28,Furniture,Chairs,East,"Delayed - Customs",104,1,36.10,46.34,0.63,46.34,36.10,17.15,-18.95,-110.55
ORD-17800,2023-04-27,Apparel,Shirts,East,On-Time,32,2,23.19,51.47,0.05,102.94,46.38,97.79,51.41,52.57
ORD-17801,2023-07-14,Electronics,Uncategorized,West,"Delayed - Transit",106,5,148.79,188.69,0.65,943.45,743.95,330.21,-413.74,-125.30
ORD-17802,2023-01-19,Electronics,Accessories,South,On-Time,15,3,109.96,216.35,0.05,649.05,329.88,616.60,286.72,46.50
ORD-17803,2023-10-23,Apparel,Shirts,North,"Delayed - Customs",87,4,374.82,449.28,0.47,1797.12,1499.28,952.47,-546.81,-57.41
ORD-17804,2023-05-29,Apparel,Shirts,South,On-Time,34,2,272.60,573.90,0.00,1147.80,545.20,1147.80,602.60,52.50
ORD-17805,2023-02-28,Furniture,Tables,West,On-Time,109,1,170.54,201.69,0.60,201.69,170.54,80.68,-89.86,-111.39
ORD-17806,2023-03-23,Apparel,Pants,West,On-Time,18,4,137.36,285.65,0.00,1142.60,549.44,1142.60,593.16,51.91
ORD-17807,2023-12-22,Apparel,Shirts,East,On-Time,28,2,18.42,43.09,0.05,86.18,36.84,81.87,45.03,55.00
ORD-17808,2023-05-30,Electronics,Accessories,North,"Delayed - Transit",146,1,320.06,417.89,0.38,417.89,320.06,259.09,-60.97,-23.53
ORD-17809,2023-07-21,Apparel,Shirts,West,On-Time,59,2,122.99,209.30,0.05,418.60,245.98,397.67,151.69,38.14
ORD-17810,2023-01-29,Furniture,Desks,West,On-Time,128,5,69.80,76.14,0.42,380.70,349.00,220.81,-128.19,-58.06
ORD-17811,2023-03-11,Furniture,Desks,West,"Delayed - Transit",130,2,156.71,193.57,0.43,387.14,313.42,220.67,-92.75,-42.03
ORD-17812,2023-06-30,Apparel,Shirts,South,On-Time,39,4,63.26,151.52,0.00,606.08,253.04,606.08,353.04,58.25
ORD-17813,2023-11-24,Electronics,Computers,South,On-Time,19,4,132.83,271.87,0.05,1087.48,531.32,1033.11,501.79,48.57
ORD-17814,2023-02-10,Electronics,Accessories,West,On-Time,23,1,164.02,315.42,0.05,315.42,164.02,299.65,135.63,45.26
ORD-17815,2023-05-28,Furniture,Desks,East,On-Time,146,3,352.35,415.17,0.35,1245.51,1057.05,809.58,-247.47,-30.57
ORD-17816,2023-06-29,Apparel,Shirts,North,On-Time,17,2,293.85,525.48,0.00,1050.96,587.70,1050.96,463.26,44.08
ORD-17817,2023-02-27,Furniture,Tables,South,On-Time,126,1,83.77,102.61,0.48,102.61,83.77,53.36,-30.41,-57.00
ORD-17818,2023-11-16,Electronics,Computers,West,On-Time,3,5,252.47,458.37,0.00,2291.85,1262.35,2291.85,1029.50,44.92
ORD-17819,2023-09-02,Electronics,Accessories,West,On-Time,23,4,82.14,166.03,0.00,664.12,328.56,664.12,335.56,50.53
ORD-17820,2023-08-02,Electronics,Audio,West,On-Time,14,4,161.69,380.14,0.05,1520.56,646.76,1444.53,797.77,55.23
ORD-17821,2023-03-04,Furniture,Desks,North,On-Time,145,1,58.46,71.87,0.49,71.87,58.46,36.65,-21.81,-59.49
ORD-17822,2023-08-08,Electronics,Accessories,West,On-Time,35,4,84.16,187.58,0.00,750.32,336.64,750.32,413.68,55.13
ORD-17823,2023-03-22,Furniture,Chairs,North,On-Time,78,1,137.33,165.66,0.05,165.66,137.33,157.38,20.05,12.74
ORD-17824,2023-01-15,Electronics,Audio,East,On-Time,34,1,163.13,282.80,0.05,282.80,163.13,268.66,105.53,39.28
ORD-17825,2023-02-01,Furniture,Tables,West,On-Time,121,1,110.18,143.85,0.36,143.85,110.18,92.06,-18.12,-19.68
ORD-17826,2023-07-19,Apparel,Pants,East,On-Time,56,1,114.81,241.28,0.00,241.28,114.81,241.28,126.47,52.42
ORD-17827,2023-02-16,Electronics,Audio,North,On-Time,30,1,235.39,560.30,0.05,560.30,235.39,532.29,296.90,55.78
ORD-17828,2023-11-17,Furniture,Tables,South,"Delayed - Customs",100,4,347.12,422.24,0.54,1688.96,1388.48,776.92,-611.56,-78.72
ORD-17829,2023-08-22,Furniture,Tables,South,On-Time,123,1,81.99,90.37,0.59,90.37,81.99,37.05,-44.94,-121.29
ORD-17830,2023-08-09,Electronics,Accessories,East,On-Time,28,3,247.53,517.07,0.00,1551.21,742.59,1551.21,808.62,52.13
ORD-17831,2023-10-06,Furniture,Chairs,South,On-Time,127,1,84.59,110.20,0.43,110.20,84.59,62.81,-21.78,-34.67
ORD-17832,2023-12-31,Apparel,Footwear,West,On-Time,15,1,104.86,230.66,0.00,230.66,104.86,230.66,125.80,54.54
ORD-17833,2023-10-21,Apparel,Footwear,North,On-Time,16,1,61.75,121.82,0.00,121.82,61.75,121.82,60.07,49.31
ORD-17834,2023-11-19,Furniture,Desks,West,On-Time,146,5,45.84,57.33,0.42,286.65,229.20,166.26,-62.94,-37.86
ORD-17835,2023-01-15,Furniture,Desks,West,On-Time,158,5,173.43,218.99,0.54,1094.95,867.15,503.68,-363.47,-72.16
ORD-17836,2023-09-16,Apparel,Shirts,East,On-Time,17,5,36.00,77.14,0.05,385.70,180.00,366.42,186.42,50.88
ORD-17837,2023-06-17,Apparel,Pants,East,On-Time,46,3,215.48,473.45,0.00,1420.35,646.44,1420.35,773.91,54.49
ORD-17838,2023-03-19,Electronics,Accessories,South,On-Time,39,4,354.42,723.60,0.05,2894.40,1417.68,2749.68,1332.00,48.44
ORD-17839,2023-02-28,Apparel,Footwear,South,On-Time,27,2,72.85,125.86,0.00,251.72,145.70,251.72,106.02,42.12
ORD-17840,2023-02-23,Furniture,Chairs,West,On-Time,114,5,211.45,231.10,0.51,1155.50,1057.25,566.20,-491.06,-86.73
ORD-17841,2023-06-03,Apparel,Pants,East,On-Time,33,2,124.82,283.06,0.05,566.12,249.64,537.81,288.17,53.58
ORD-17842,2023-03-25,Apparel,Shirts,West,On-Time,37,2,365.57,597.35,0.00,1194.70,731.14,1194.70,463.56,38.80
ORD-17843,2023-11-22,Electronics,Audio,West,On-Time,34,1,46.83,108.18,0.00,108.18,46.83,108.18,61.35,56.71
ORD-17844,2023-05-30,Furniture,Tables,South,On-Time,127,1,283.78,301.46,0.39,301.46,283.78,183.89,-99.89,-54.32
ORD-17845,2023-11-28,Apparel,Pants,East,On-Time,36,4,223.72,381.50,0.00,1526.00,894.88,1526.00,631.12,41.36
ORD-17846,2023-10-31,Electronics,Audio,East,"Delayed - Customs",106,5,299.85,328.84,0.47,1644.20,1499.25,871.43,-627.82,-72.05
ORD-17847,2023-09-14,Furniture,Chairs,South,On-Time,84,5,49.59,57.95,0.05,289.75,247.95,275.26,27.31,9.92
ORD-17848,2023-05-28,Electronics,Accessories,West,On-Time,43,2,97.76,218.15,0.00,436.30,195.52,436.30,240.78,55.19
ORD-17849,2023-08-20,Electronics,Accessories,South,On-Time,25,3,59.04,116.14,0.05,348.42,177.12,331.00,153.88,46.49
ORD-17850,2023-03-15,Electronics,Computers,North,On-Time,44,2,252.74,554.90,0.05,1109.80,505.48,1054.31,548.83,52.06
ORD-17851,2023-08-21,Electronics,Audio,North,"Delayed - Customs",125,2,279.17,321.81,0.42,643.62,558.34,373.30,-185.04,-49.57
ORD-17852,2023-01-02,Furniture,Tables,East,On-Time,106,5,39.88,48.65,0.58,243.25,199.40,102.17,-97.24,-95.17
ORD-17853,2023-01-24,Electronics,Audio,South,On-Time,31,5,290.90,665.67,0.00,3328.35,1454.50,3328.35,1873.85,56.30
ORD-17854,2023-10-28,Apparel,Shirts,West,On-Time,43,4,170.49,391.26,0.00,1565.04,681.96,1565.04,883.08,56.43
ORD-17855,2023-09-01,Furniture,Chairs,West,"Delayed - Transit",126,2,382.45,426.72,0.38,853.44,764.90,529.13,-235.77,-44.56
ORD-17856,2023-03-22,Furniture,Chairs,West,On-Time,135,2,304.18,349.76,0.39,699.52,608.36,426.71,-181.65,-42.57
ORD-17857,2023-09-15,Apparel,Uncategorized,North,On-Time,68,3,209.06,481.19,0.00,1443.57,627.18,1443.57,816.39,56.55
ORD-17858,2023-11-18,Apparel,Footwear,North,On-Time,48,3,345.64,767.79,0.05,2303.37,1036.92,2188.20,1151.28,52.61
ORD-17859,2023-12-04,Furniture,Tables,South,On-Time,110,2,390.98,465.26,0.57,930.52,781.96,400.12,-381.84,-95.43
ORD-17860,2023-08-29,Electronics,Computers,North,On-Time,20,4,294.72,580.84,0.00,2323.36,1178.88,2323.36,1144.48,49.26
ORD-17861,2023-04-12,Furniture,Chairs,West,On-Time,135,2,91.66,119.60,0.37,239.20,183.32,150.70,-32.62,-21.65
ORD-17862,2023-07-25,Furniture,Chairs,East,On-Time,127,3,102.30,130.70,0.46,392.10,306.90,211.73,-95.17,-44.95
ORD-17863,2023-11-27,Furniture,Desks,South,On-Time,64,4,243.63,281.53,0.00,1126.12,974.52,1126.12,151.60,13.46
ORD-17864,2023-12-15,Electronics,Accessories,South,"Delayed - Transit",138,3,32.25,38.34,0.42,115.02,96.75,66.71,-30.04,-45.03
ORD-17865,2023-12-29,Electronics,Accessories,East,On-Time,28,3,286.00,655.39,0.00,1966.17,858.00,1966.17,1108.17,56.36
ORD-17866,2023-10-08,Furniture,Desks,South,On-Time,135,1,387.61,458.14,0.54,458.14,387.61,210.74,-176.87,-83.92
ORD-17867,2023-09-01,Apparel,Pants,West,On-Time,21,3,160.06,360.48,0.05,1081.44,480.18,1027.37,547.19,53.26
ORD-17868,2023-09-05,Furniture,Desks,South,On-Time,87,1,233.52,308.18,0.57,308.18,233.52,132.52,-101.00,-76.22
ORD-17869,2023-11-02,Furniture,Tables,West,On-Time,73,4,390.28,447.50,0.05,1790.00,1561.12,1700.50,139.38,8.20
ORD-17870,2023-05-15,Electronics,Computers,North,On-Time,42,5,51.49,114.70,0.05,573.50,257.45,544.83,287.38,52.75
ORD-17871,2023-05-18,Electronics,Accessories,East,"Delayed - Transit",117,1,262.96,287.91,0.41,287.91,262.96,169.87,-93.09,-54.80
