order_id,order_date,category,sub_category,region,supply_chain_status,inventory_days,quantity,unit_cost,unit_price,discount_pct,gross_revenue,total_cost,net_revenue,net_profit,profit_margin_pct,season,ai_cluster,ai_risk_profile
ORD-13798,2023-03-03,Furniture,Tables,West,On-Time,78,3,128.3,141.99,0.0,425.97,384.9,425.97,41.07,9.64,Spring,1.0,Tier 1: Fast Mover
ORD-13799,2023-10-22,Electronics,Computers,East,On-Time,38,3,100.66,194.06,0.05,582.18,301.98,553.07,251.09,45.4,Fall,1.0,Tier 1: Fast Mover
ORD-13800,2023-09-06,Furniture,Desks,North,Delayed - Customs,156,5,386.13,453.22,0.36,2266.1,1930.65,1450.3,-480.35,-33.12,Fall,0.0,Tier 2: Warning
ORD-13801,2023-12-07,Apparel,Shirts,North,On-Time,16,1,61.97,111.56,0.0,111.56,61.97,111.56,49.59,44.45,Winter,1.0,Tier 1: Fast Mover
ORD-13802,2023-12-01,Electronics,Audio,North,On-Time,34,3,364.54,846.49,0.0,2539.47,1093.62,2539.47,1445.85,56.94,Winter,1.0,Tier 1: Fast Mover
ORD-13803,2023-06-08,Furniture,Chairs,East,On-Time,143,3,62.05,74.76,0.39,224.28,186.15,136.81,-49.34,-36.06,Summer,0.0,Tier 2: Warning
ORD-13804,2023-11-06,Electronics,Accessories,West,Delayed - Transit,84,2,269.87,315.23,0.05,630.46,539.74,598.94,59.2,9.88,Fall,1.0,Tier 1: Fast Mover
ORD-13805,2023-08-24,Apparel,Footwear,West,On-Time,23,5,190.79,417.23,0.05,2086.15,953.95,1981.84,1027.89,51.87,Summer,1.0,Tier 1: Fast Mover
ORD-13806,2023-12-31,Furniture,Tables,West,On-Time,121,3,108.92,128.22,0.54,384.66,326.76,176.94,-149.82,-84.67,Winter,2.0,Tier 3: Dead Stock
ORD-13807,2023-05-01,Furniture,Desks,South,On-Time,129,4,218.3,267.16,0.58,1068.64,873.2,448.83,-424.37,-94.55,Spring,2.0,Tier 3: Dead Stock
ORD-13808,2023-12-21,Apparel,Footwear,East,On-Time,21,5,192.77,422.75,0.05,2113.75,963.85,2008.06,1044.21,52.0,Winter,1.0,Tier 1: Fast Mover
ORD-13809,2023-01-28,Furniture,Chairs,North,On-Time,106,1,218.38,267.03,0.45,267.03,218.38,146.87,-71.51,-48.69,Winter,0.0,Tier 2: Warning
ORD-13810,2023-04-16,Furniture,Chairs,West,On-Time,117,3,38.3,49.91,0.47,149.73,114.9,79.36,-35.54,-44.79,Spring,0.0,Tier 2: Warning
ORD-13811,2023-11-18,Electronics,Computers,North,Delayed - Customs,135,3,191.66,212.1,0.54,636.3,574.98,292.7,-282.28,-96.44,Fall,2.0,Tier 3: Dead Stock
ORD-13812,2023-12-05,Furniture,Tables,North,On-Time,127,4,330.23,431.93,0.37,1727.72,1320.92,1088.46,-232.46,-21.36,Winter,0.0,Tier 2: Warning
ORD-13813,2023-03-13,Apparel,Shirts,South,On-Time,23,3,150.19,342.72,0.05,1028.16,450.57,976.75,526.18,53.87,Spring,1.0,Tier 1: Fast Mover
ORD-13814,2023-12-08,Furniture,Tables,East,On-Time,65,4,106.7,136.05,0.0,544.2,426.8,544.2,117.4,21.57,Winter,1.0,Tier 1: Fast Mover
ORD-13815,2023-07-21,Apparel,Footwear,South,Delayed - Transit,80,1,45.16,49.43,0.05,49.43,45.16,46.96,1.8,3.83,Summer,1.0,Tier 1: Fast Mover
ORD-13816,2023-05-18,Furniture,Tables,East,Delayed - Transit,143,3,257.34,321.67,0.37,965.01,772.02,607.96,-164.06,-26.99,Spring,0.0,Tier 2: Warning
ORD-13817,2023-04-09,Furniture,Chairs,East,On-Time,95,4,98.05,118.29,0.48,473.16,392.2,246.04,-146.16,-59.4,Spring,0.0,Tier 2: Warning
ORD-13818,2023-06-30,Furniture,Tables,South,On-Time,76,1,354.83,397.7,0.05,397.7,354.83,377.82,22.99,6.08,Summer,1.0,Tier 1: Fast Mover
ORD-13819,2023-05-27,Apparel,Shirts,West,On-Time,27,1,386.43,675.59,0.0,675.59,386.43,675.59,289.16,42.8,Spring,1.0,Tier 1: Fast Mover
ORD-13820,2023-01-29,Electronics,Accessories,South,On-Time,19,2,33.09,57.7,0.0,115.4,66.18,115.4,49.22,42.65,Winter,1.0,Tier 1: Fast Mover
ORD-13821,2023-12-20,Furniture,Chairs,West,Delayed - Transit,116,5,146.98,167.46,0.41,837.3,734.9,494.01,-240.89,-48.76,Winter,0.0,Tier 2: Warning
ORD-13822,2023-11-08,Furniture,Desks,East,On-Time,118,5,295.79,334.58,0.5,1672.9,1478.95,836.45,-642.5,-76.81,Fall,0.0,Tier 2: Warning
ORD-13823,2023-12-01,Electronics,Audio,South,Delayed - Customs,111,1,125.21,136.4,0.39,136.4,125.21,83.2,-42.01,-50.49,Winter,0.0,Tier 2: Warning
ORD-13824,2023-07-13,Apparel,Pants,West,On-Time,19,5,226.02,403.94,0.0,2019.7,1130.1,2019.7,889.6,44.05,Summer,1.0,Tier 1: Fast Mover
ORD-13825,2023-09-23,Electronics,Accessories,East,On-Time,25,2,194.5,379.43,0.05,758.86,389.0,720.92,331.92,46.04,Fall,1.0,Tier 1: Fast Mover
ORD-13826,2023-08-05,Furniture,Chairs,East,On-Time,172,1,105.94,123.45,0.36,123.45,105.94,79.01,-26.93,-34.09,Summer,0.0,Tier 2: Warning
ORD-13827,2023-12-21,Electronics,Audio,West,Delayed - Customs,88,1,286.03,375.29,0.45,375.29,286.03,206.41,-79.62,-38.57,Winter,0.0,Tier 2: Warning
ORD-13828,2023-02-04,Apparel,Pants,West,On-Time,16,4,347.41,585.8,0.0,2343.2,1389.64,2343.2,953.56,40.69,Winter,1.0,Tier 1: Fast Mover
ORD-13829,2023-12-20,Electronics,Accessories,East,On-Time,37,3,186.3,444.31,0.0,1332.93,558.9,1332.93,774.03,58.07,Winter,1.0,Tier 1: Fast Mover
ORD-13830,2023-07-19,Apparel,Pants,South,Delayed - Transit,81,1,243.3,320.64,0.05,320.64,243.3,304.61,61.31,20.13,Summer,1.0,Tier 1: Fast Mover
ORD-13831,2023-04-13,Apparel,Pants,North,On-Time,38,4,150.34,281.31,0.0,1125.24,601.36,1125.24,523.88,46.56,Spring,1.0,Tier 1: Fast Mover
ORD-13832,2023-03-15,Furniture,Tables,North,Delayed - Customs,118,2,367.37,429.78,0.6,859.56,734.74,343.82,-390.92,-113.7,Spring,2.0,Tier 3: Dead Stock
ORD-13833,2023-08-24,Apparel,Footwear,West,On-Time,35,5,257.4,615.96,0.0,3079.8,1287.0,3079.8,1792.8,58.21,Summer,1.0,Tier 1: Fast Mover
ORD-13834,2023-01-05,Furniture,Chairs,East,Delayed - Transit,110,3,309.23,331.6,0.64,994.8,927.69,358.13,-569.56,-159.04,Winter,2.0,Tier 3: Dead Stock
ORD-13835,2023-08-27,Furniture,Tables,West,On-Time,74,5,394.08,424.87,0.05,2124.35,1970.4,2018.13,47.73,2.37,Summer,1.0,Tier 1: Fast Mover
ORD-13836,2023-07-19,Apparel,Footwear,North,On-Time,45,2,110.91,221.39,0.05,442.78,221.82,420.64,198.82,47.27,Summer,1.0,Tier 1: Fast Mover
ORD-13837,2023-02-08,Furniture,Desks,West,On-Time,94,1,326.54,430.19,0.55,430.19,326.54,193.59,-132.95,-68.68,Winter,0.0,Tier 2: Warning
ORD-13838,2023-06-07,Apparel,Pants,North,On-Time,38,3,385.07,740.47,0.05,2221.41,1155.21,2110.34,955.13,45.26,Summer,1.0,Tier 1: Fast Mover
ORD-13839,2023-03-06,Electronics,Accessories,West,On-Time,19,2,67.38,146.58,0.0,293.16,134.76,293.16,158.4,54.03,Spring,1.0,Tier 1: Fast Mover
ORD-13840,2023-10-17,Electronics,Accessories,South,On-Time,28,1,256.5,466.99,0.0,466.99,256.5,466.99,210.49,45.07,Fall,1.0,Tier 1: Fast Mover
ORD-13841,2023-10-31,Apparel,Pants,North,On-Time,26,2,245.14,439.57,0.05,879.14,490.28,835.18,344.9,41.3,Fall,1.0,Tier 1: Fast Mover
ORD-13842,2023-04-21,Apparel,Shirts,North,On-Time,31,2,357.0,677.68,0.05,1355.36,714.0,1287.59,573.59,44.55,Spring,1.0,Tier 1: Fast Mover
ORD-13843,2023-01-29,Electronics,Accessories,South,On-Time,29,4,299.76,623.95,0.05,2495.8,1199.04,2371.01,1171.97,49.43,Winter,1.0,Tier 1: Fast Mover
ORD-13844,2023-12-16,Furniture,Chairs,North,On-Time,127,3,342.37,372.69,0.53,1118.07,1027.11,525.49,-501.62,-95.46,Winter,2.0,Tier 3: Dead Stock
ORD-13845,2023-10-30,Furniture,Chairs,North,On-Time,145,5,169.55,211.74,0.5,1058.7,847.75,529.35,-318.4,-60.15,Fall,0.0,Tier 2: Warning
ORD-13846,2023-02-20,Electronics,Computers,North,Delayed - Transit,128,4,47.47,50.8,0.6,203.2,189.88,81.28,-108.6,-133.61,Winter,2.0,Tier 3: Dead Stock
ORD-13847,2023-11-07,Electronics,Audio,South,Delayed - Transit,89,1,112.89,122.97,0.58,122.97,112.89,51.65,-61.24,-118.58,Fall,2.0,Tier 3: Dead Stock
ORD-13848,2023-06-07,Electronics,Audio,South,On-Time,50,4,111.99,249.56,0.05,998.24,447.96,948.33,500.37,52.76,Summer,1.0,Tier 1: Fast Mover
ORD-13849,2023-09-21,Apparel,Footwear,South,On-Time,39,4,354.49,567.91,0.0,2271.64,1417.96,2271.64,853.68,37.58,Fall,1.0,Tier 1: Fast Mover
ORD-13850,2023-11-17,Furniture,Tables,South,On-Time,148,1,285.18,319.26,0.44,319.26,285.18,178.79,-106.39,-59.51,Fall,0.0,Tier 2: Warning
ORD-13851,2023-01-20,Apparel,Footwear,North,Delayed - Transit,95,1,99.39,128.95,0.65,128.95,99.39,45.13,-54.26,-120.22,Winter,2.0,Tier 3: Dead Stock
ORD-13852,2023-09-29,Electronics,Accessories,North,Delayed - Transit,126,2,398.11,493.85,0.47,987.7,796.22,523.48,-272.74,-52.1,Fall,0.0,Tier 2: Warning
ORD-13853,2023-10-16,Apparel,Shirts,West,On-Time,22,1,340.56,718.87,0.0,718.87,340.56,718.87,378.31,52.63,Fall,1.0,Tier 1: Fast Mover
ORD-13854,2023-06-23,Furniture,Desks,West,On-Time,75,4,55.7,65.96,0.0,263.84,222.8,263.84,41.04,15.55,Summer,1.0,Tier 1: Fast Mover
ORD-13855,2023-03-09,Furniture,Desks,South,On-Time,93,4,94.02,111.93,0.47,447.72,376.08,237.29,-138.79,-58.49,Spring,0.0,Tier 2: Warning
ORD-13856,2023-03-17,Electronics,Uncategorized,South,Delayed - Transit,87,1,305.35,368.56,0.42,368.56,305.35,213.76,-91.59,-42.84,Spring,0.0,Tier 2: Warning
ORD-13857,2023-10-05,Apparel,Pants,West,Delayed - Transit,84,4,372.61,491.12,0.0,1964.48,1490.44,1964.48,474.04,24.13,Fall,1.0,Tier 1: Fast Mover
ORD-13858,2023-12-26,Electronics,Computers,South,On-Time,29,3,163.06,376.99,0.05,1130.97,489.18,1074.42,585.24,54.47,Winter,1.0,Tier 1: Fast Mover
ORD-13859,2023-05-31,Electronics,Computers,North,On-Time,36,2,266.62,498.28,0.05,996.56,533.24,946.73,413.49,43.68,Spring,1.0,Tier 1: Fast Mover
ORD-13860,2023-04-21,Electronics,Accessories,East,Delayed - Transit,78,2,361.01,440.21,0.0,880.42,722.02,880.42,158.4,17.99,Spring,1.0,Tier 1: Fast Mover
ORD-13861,2023-10-24,Apparel,Pants,West,On-Time,33,5,127.13,298.98,0.0,1494.9,635.65,1494.9,859.25,57.48,Fall,1.0,Tier 1: Fast Mover
ORD-13862,2023-01-18,Furniture,Desks,North,Delayed - Customs,85,4,109.42,114.91,0.05,459.64,437.68,436.66,-1.02,-0.23,Winter,0.0,Tier 2: Warning
ORD-13863,2023-05-21,Apparel,Shirts,North,On-Time,52,2,134.63,292.19,0.0,584.38,269.26,584.38,315.12,53.92,Spring,1.0,Tier 1: Fast Mover
ORD-13864,2023-05-25,Electronics,Audio,North,Delayed - Transit,159,2,340.68,417.87,0.38,835.74,681.36,518.16,-163.2,-31.5,Spring,0.0,Tier 2: Warning
ORD-13865,2023-02-18,Electronics,Computers,East,On-Time,30,5,181.36,392.12,0.05,1960.6,906.8,1862.57,955.77,51.31,Winter,1.0,Tier 1: Fast Mover
ORD-13866,2023-03-29,Furniture,Chairs,East,On-Time,141,4,21.89,28.05,0.55,112.2,87.56,50.49,-37.07,-73.42,Spring,0.0,Tier 2: Warning
ORD-13867,2023-08-17,Electronics,Computers,West,On-Time,36,4,344.06,750.37,0.0,3001.48,1376.24,3001.48,1625.24,54.15,Summer,1.0,Tier 1: Fast Mover
ORD-13868,2023-11-29,Apparel,Pants,West,On-Time,22,4,217.77,466.13,0.0,1864.52,871.08,1864.52,993.44,53.28,Fall,1.0,Tier 1: Fast Mover
ORD-13869,2023-04-23,Electronics,Audio,East,On-Time,28,2,288.37,476.35,0.05,952.7,576.74,905.07,328.33,36.28,Spring,1.0,Tier 1: Fast Mover
ORD-13870,2023-12-09,Electronics,Computers,West,Delayed - Customs,141,3,63.67,70.95,0.56,212.85,191.01,93.65,-97.36,-103.95,Winter,2.0,Tier 3: Dead Stock
ORD-13871,2023-06-29,Furniture,Tables,West,On-Time,128,4,397.67,460.22,0.5,1840.88,1590.68,920.44,-670.24,-72.82,Summer,0.0,Tier 2: Warning
ORD-13872,2023-08-25,Apparel,Footwear,West,On-Time,29,4,326.39,769.78,0.05,3079.12,1305.56,2925.16,1619.6,55.37,Summer,1.0,Tier 1: Fast Mover
ORD-13873,2023-11-26,Electronics,Computers,South,On-Time,25,1,183.84,431.68,0.05,431.68,183.84,410.1,226.26,55.17,Fall,1.0,Tier 1: Fast Mover
ORD-13874,2023-01-13,Electronics,Audio,North,On-Time,29,4,361.85,764.3,0.05,3057.2,1447.4,2904.34,1456.94,50.16,Winter,1.0,Tier 1: Fast Mover
ORD-13875,2023-05-09,Furniture,Tables,South,On-Time,103,2,116.72,147.38,0.46,294.76,233.44,159.17,-74.27,-46.66,Spring,0.0,Tier 2: Warning
ORD-13876,2023-01-12,Electronics,Accessories,North,On-Time,29,1,329.31,638.04,0.05,638.04,329.31,606.14,276.83,45.67,Winter,1.0,Tier 1: Fast Mover
ORD-13877,2023-12-30,Furniture,Chairs,West,On-Time,146,1,192.0,233.95,0.5,233.95,192.0,116.98,-75.03,-64.14,Winter,0.0,Tier 2: Warning
ORD-13878,2023-12-08,Furniture,Tables,West,On-Time,96,5,211.89,249.12,0.42,1245.6,1059.45,722.45,-337.0,-46.65,Winter,0.0,Tier 2: Warning
ORD-13879,2023-07-07,Electronics,Audio,West,On-Time,19,5,215.4,393.21,0.0,1966.05,1077.0,1966.05,889.05,45.22,Summer,1.0,Tier 1: Fast Mover
ORD-13880,2023-10-15,Electronics,Audio,South,Delayed - Customs,76,3,284.12,320.6,0.0,961.8,852.36,961.8,109.44,11.38,Fall,1.0,Tier 1: Fast Mover
ORD-13881,2023-08-26,Electronics,Accessories,West,Delayed - Customs,141,1,68.56,84.37,0.52,84.37,68.56,40.5,-28.06,-69.29,Summer,0.0,Tier 2: Warning
ORD-13882,2023-10-19,Electronics,Accessories,East,Delayed - Customs,83,3,333.55,425.13,0.05,1275.39,1000.65,1211.62,210.97,17.41,Fall,1.0,Tier 1: Fast Mover
ORD-13883,2023-04-06,Electronics,Accessories,South,On-Time,26,4,279.82,656.28,0.05,2625.12,1119.28,2493.86,1374.58,55.12,Spring,1.0,Tier 1: Fast Mover
ORD-13884,2023-06-05,Electronics,Computers,West,On-Time,19,5,99.8,185.82,0.05,929.1,499.0,882.65,383.65,43.47,Summer,1.0,Tier 1: Fast Mover
ORD-13885,2023-05-04,Electronics,Computers,South,Delayed - Transit,99,4,176.67,191.0,0.46,764.0,706.68,412.56,-294.12,-71.29,Spring,0.0,Tier 2: Warning
ORD-13886,2023-11-30,Apparel,Footwear,West,On-Time,36,2,110.96,194.87,0.05,389.74,221.92,370.25,148.33,40.06,Fall,1.0,Tier 1: Fast Mover
ORD-13887,2023-01-01,Furniture,Chairs,South,On-Time,124,3,386.89,507.95,0.37,1523.85,1160.67,960.03,-200.64,-20.9,Winter,0.0,Tier 2: Warning
ORD-13888,2023-05-10,Furniture,Tables,South,On-Time,117,2,256.36,290.38,0.36,580.76,512.72,371.69,-141.03,-37.94,Spring,0.0,Tier 2: Warning
ORD-13889,2023-07-08,Electronics,Uncategorized,West,On-Time,47,4,278.14,447.34,0.0,1789.36,1112.56,1789.36,676.8,37.82,Summer,1.0,Tier 1: Fast Mover
ORD-13890,2023-06-12,Furniture,Tables,South,Delayed - Transit,99,2,135.35,170.3,0.62,340.6,270.7,129.43,-141.27,-109.15,Summer,2.0,Tier 3: Dead Stock
ORD-13891,2023-07-14,Apparel,Shirts,South,On-Time,20,4,211.03,383.48,0.0,1533.92,844.12,1533.92,689.8,44.97,Summer,1.0,Tier 1: Fast Mover
ORD-13892,2023-10-20,Electronics,Computers,South,On-Time,19,4,264.93,507.81,0.0,2031.24,1059.72,2031.24,971.52,47.83,Fall,1.0,Tier 1: Fast Mover
ORD-13893,2023-11-16,Electronics,Computers,West,On-Time,21,4,379.92,788.13,0.0,3152.52,1519.68,3152.52,1632.84,51.79,Fall,1.0,Tier 1: Fast Mover
ORD-13894,2023-07-21,Furniture,Desks,East,On-Time,121,3,292.19,387.04,0.52,1161.12,876.57,557.34,-319.23,-57.28,Summer,0.0,Tier 2: Warning
ORD-13895,2023-05-14,Apparel,Pants,East,On-Time,22,1,90.26,168.8,0.0,168.8,90.26,168.8,78.54,46.53,Spring,1.0,Tier 1: Fast Mover
ORD-13896,2023-01-17,Electronics,Audio,West,On-Time,38,5,395.63,774.38,0.05,3871.9,1978.15,3678.31,1700.16,46.22,Winter,1.0,Tier 1: Fast Mover
ORD-13897,2023-03-05,Electronics,Audio,West,On-Time,35,1,110.52,255.66,0.0,255.66,110.52,255.66,145.14,56.77,Spring,1.0,Tier 1: Fast Mover
ORD-13898,2023-07-27,Furniture,Tables,West,Delayed - Customs,90,5,255.33,307.28,0.42,1536.4,1276.65,891.11,-385.54,-43.26,Summer,0.0,Tier 2: Warning
ORD-13899,2023-10-13,Apparel,Shirts,South,On-Time,12,1,332.56,630.69,0.0,630.69,332.56,630.69,298.13,47.27,Fall,1.0,Tier 1: Fast Mover
ORD-13900,2023-05-26,Electronics,Audio,North,On-Time,26,3,270.8,640.97,0.0,1922.91,812.4,1922.91,1110.51,57.75,Spring,1.0,Tier 1: Fast Mover
ORD-13901,2023-08-28,Furniture,Desks,East,Delayed - Transit,137,5,335.91,451.38,0.48,2256.9,1679.55,1173.59,-505.96,-43.11,Summer,0.0,Tier 2: Warning
ORD-13902,2023-06-28,Furniture,Tables,East,On-Time,96,1,84.65,89.62,0.58,89.62,84.65,37.64,-47.01,-124.89,Summer,2.0,Tier 3: Dead Stock
ORD-13903,2023-07-03,Electronics,Computers,South,On-Time,26,1,394.51,931.28,0.0,931.28,394.51,931.28,536.77,57.64,Summer,1.0,Tier 1: Fast Mover
ORD-13904,2023-03-05,Apparel,Pants,North,On-Time,55,4,309.25,609.36,0.05,2437.44,1237.0,2315.57,1078.57,46.58,Spring,1.0,Tier 1: Fast Mover
ORD-13905,2023-08-29,Furniture,Chairs,West,On-Time,105,5,363.86,401.69,0.62,2008.45,1819.3,763.21,-1056.09,-138.37,Summer,2.0,Tier 3: Dead Stock
ORD-13906,2023-04-03,Furniture,Tables,West,On-Time,165,3,240.37,309.55,0.38,928.65,721.11,575.76,-145.35,-25.24,Spring,0.0,Tier 2: Warning
ORD-13907,2023-03-11,Electronics,Computers,North,On-Time,18,3,297.11,535.94,0.05,1607.82,891.33,1527.43,636.1,41.65,Spring,1.0,Tier 1: Fast Mover
ORD-13908,2023-08-11,Electronics,Accessories,West,On-Time,29,2,42.97,77.26,0.05,154.52,85.94,146.79,60.85,41.46,Summer,1.0,Tier 1: Fast Mover
ORD-13909,2023-12-20,Apparel,Pants,East,On-Time,2,5,17.42,35.06,0.05,175.3,87.1,166.54,79.44,47.7,Winter,1.0,Tier 1: Fast Mover
ORD-13910,2023-04-14,Furniture,Chairs,East,Delayed - Transit,123,1,210.09,234.2,0.57,234.2,210.09,100.71,-109.38,-108.62,Spring,2.0,Tier 3: Dead Stock
ORD-13911,2023-06-14,Electronics,Accessories,West,On-Time,48,5,352.97,739.19,0.05,3695.95,1764.85,3511.15,1746.3,49.74,Summer,1.0,Tier 1: Fast Mover
ORD-13912,2023-02-22,Electronics,Computers,South,Delayed - Customs,112,1,35.47,38.82,0.6,38.82,35.47,15.53,-19.94,-128.43,Winter,2.0,Tier 3: Dead Stock
ORD-13913,2023-03-23,Furniture,Desks,West,Delayed - Transit,120,3,266.42,331.77,0.53,995.31,799.26,467.8,-331.46,-70.86,Spring,0.0,Tier 2: Warning
ORD-13914,2023-02-15,Apparel,Footwear,West,On-Time,33,1,131.53,313.63,0.0,313.63,131.53,313.63,182.1,58.06,Winter,1.0,Tier 1: Fast Mover
ORD-13915,2023-06-14,Furniture,Desks,North,On-Time,100,3,260.07,294.67,0.42,884.01,780.21,512.73,-267.48,-52.17,Summer,0.0,Tier 2: Warning
ORD-13916,2023-03-28,Furniture,Desks,North,Delayed - Customs,93,1,328.71,415.95,0.43,415.95,328.71,237.09,-91.62,-38.64,Spring,0.0,Tier 2: Warning
ORD-13917,2023-11-16,Furniture,Tables,North,Delayed - Customs,122,4,392.81,511.87,0.49,2047.48,1571.24,1044.21,-527.03,-50.47,Fall,0.0,Tier 2: Warning
ORD-13918,2023-08-16,Apparel,Footwear,North,On-Time,20,2,170.44,401.52,0.0,803.04,340.88,803.04,462.16,57.55,Summer,1.0,Tier 1: Fast Mover
ORD-13919,2023-07-23,Furniture,Tables,North,On-Time,72,2,345.95,426.73,0.0,853.46,691.9,853.46,161.56,18.93,Summer,1.0,Tier 1: Fast Mover
ORD-13920,2023-05-12,Electronics,Accessories,North,On-Time,30,5,31.05,68.44,0.0,342.2,155.25,342.2,186.95,54.63,Spring,1.0,Tier 1: Fast Mover
ORD-13921,2023-10-02,Apparel,Footwear,West,Delayed - Customs,129,5,209.24,276.21,0.62,1381.05,1046.2,524.8,-521.4,-99.35,Fall,2.0,Tier 3: Dead Stock
ORD-13922,2023-05-13,Apparel,Shirts,West,Delayed - Customs,126,4,217.22,261.91,0.44,1047.64,868.88,586.68,-282.2,-48.1,Spring,0.0,Tier 2: Warning
ORD-13923,2023-08-23,Furniture,Chairs,South,On-Time,107,2,318.77,427.45,0.42,854.9,637.54,495.84,-141.7,-28.58,Summer,0.0,Tier 2: Warning
ORD-13924,2023-03-23,Furniture,Desks,South,On-Time,110,2,28.57,30.91,0.39,61.82,57.14,37.71,-19.43,-51.52,Spring,0.0,Tier 2: Warning
ORD-13925,2023-02-15,Apparel,Shirts,East,On-Time,47,5,284.94,659.97,0.05,3299.85,1424.7,3134.86,1710.16,54.55,Winter,1.0,Tier 1: Fast Mover
ORD-13926,2023-12-20,Furniture,Chairs,South,Delayed - Transit,85,4,293.95,395.65,0.05,1582.6,1175.8,1503.47,327.67,21.79,Winter,1.0,Tier 1: Fast Mover
ORD-13927,2023-12-25,Furniture,Tables,East,On-Time,108,2,153.45,203.57,0.65,407.14,306.9,142.5,-164.4,-115.37,Winter,2.0,Tier 3: Dead Stock
ORD-13928,2023-04-19,Furniture,Desks,West,Delayed - Transit,116,3,253.1,319.63,0.49,958.89,759.3,489.03,-270.27,-55.27,Spring,0.0,Tier 2: Warning
ORD-13929,2023-09-15,Electronics,Accessories,East,On-Time,18,5,95.14,196.43,0.05,982.15,475.7,933.04,457.34,49.02,Fall,1.0,Tier 1: Fast Mover
ORD-13930,2023-05-11,Electronics,Computers,South,On-Time,24,4,316.14,711.53,0.0,2846.12,1264.56,2846.12,1581.56,55.57,Spring,1.0,Tier 1: Fast Mover
ORD-13931,2023-08-18,Electronics,Audio,East,Delayed - Transit,121,2,105.8,138.16,0.57,276.32,211.6,118.82,-92.78,-78.09,Summer,2.0,Tier 3: Dead Stock
ORD-13932,2023-05-23,Furniture,Chairs,South,Delayed - Transit,115,4,335.84,359.78,0.44,1439.12,1343.36,805.91,-537.45,-66.69,Spring,0.0,Tier 2: Warning
ORD-13933,2023-11-09,Electronics,Audio,East,On-Time,25,2,309.41,661.95,0.0,1323.9,618.82,1323.9,705.08,53.26,Fall,1.0,Tier 1: Fast Mover
ORD-13934,2023-08-11,Electronics,Audio,North,On-Time,41,2,295.72,708.03,0.0,1416.06,591.44,1416.06,824.62,58.23,Summer,1.0,Tier 1: Fast Mover
ORD-13935,2023-03-27,Electronics,Computers,South,Delayed - Transit,103,3,43.08,50.22,0.52,150.66,129.24,72.32,-56.92,-78.71,Spring,2.0,Tier 3: Dead Stock
ORD-13936,2023-06-02,Electronics,Computers,East,On-Time,24,4,235.52,492.13,0.05,1968.52,942.08,1870.09,928.01,49.62,Summer,1.0,Tier 1: Fast Mover
ORD-13937,2023-04-08,Electronics,Computers,North,On-Time,41,2,279.97,483.0,0.05,966.0,559.94,917.7,357.76,38.98,Spring,1.0,Tier 1: Fast Mover
ORD-13938,2023-07-14,Electronics,Accessories,West,On-Time,18,5,312.28,690.83,0.0,3454.15,1561.4,3454.15,1892.75,54.8,Summer,1.0,Tier 1: Fast Mover
ORD-13939,2023-10-26,Electronics,Audio,North,On-Time,28,5,45.49,80.1,0.05,400.5,227.45,380.48,153.03,40.22,Fall,1.0,Tier 1: Fast Mover
ORD-13940,2023-04-11,Electronics,Computers,South,On-Time,25,4,77.9,143.33,0.05,573.32,311.6,544.65,233.05,42.79,Spring,1.0,Tier 1: Fast Mover
ORD-13941,2023-12-11,Electronics,Computers,North,On-Time,22,4,102.38,174.78,0.0,699.12,409.52,699.12,289.6,41.42,Winter,1.0,Tier 1: Fast Mover
ORD-13942,2023-06-17,Apparel,Footwear,North,Delayed - Customs,61,4,110.71,134.08,0.05,536.32,442.84,509.5,66.66,13.08,Summer,1.0,Tier 1: Fast Mover
ORD-13943,2023-07-25,Furniture,Chairs,South,Delayed - Transit,113,5,394.18,449.62,0.54,2248.1,1970.9,1034.13,-936.77,-90.59,Summer,2.0,Tier 3: Dead Stock
ORD-13944,2023-10-01,Furniture,Desks,West,On-Time,117,3,175.12,222.05,0.38,666.15,525.36,413.01,-112.35,-27.2,Fall,0.0,Tier 2: Warning
ORD-13945,2023-03-28,Furniture,Tables,South,Delayed - Transit,103,3,152.56,170.72,0.41,512.16,457.68,302.17,-155.51,-51.46,Spring,0.0,Tier 2: Warning
ORD-13946,2023-08-28,Furniture,Chairs,South,On-Time,163,2,221.43,254.55,0.6,509.1,442.86,203.64,-239.22,-117.47,Summer,2.0,Tier 3: Dead Stock
ORD-13947,2023-07-21,Apparel,Footwear,West,Delayed - Transit,112,2,398.35,470.48,0.48,940.96,796.7,489.3,-307.4,-62.82,Summer,0.0,Tier 2: Warning
ORD-13948,2023-05-30,Furniture,Chairs,East,Delayed - Transit,72,2,96.3,120.02,0.0,240.04,192.6,240.04,47.44,19.76,Spring,1.0,Tier 1: Fast Mover
ORD-13949,2023-08-24,Furniture,Desks,North,On-Time,94,2,208.71,249.35,0.61,498.7,417.42,194.49,-222.93,-114.62,Summer,2.0,Tier 3: Dead Stock
ORD-13950,2023-03-17,Apparel,Shirts,East,Delayed - Transit,135,1,159.75,201.35,0.36,201.35,159.75,128.86,-30.89,-23.97,Spring,0.0,Tier 2: Warning
ORD-13951,2023-05-22,Apparel,Pants,East,Delayed - Customs,138,1,335.58,375.27,0.36,375.27,335.58,240.17,-95.41,-39.72,Spring,0.0,Tier 2: Warning
