Transaction_ID,Purchase_Date,Boutique_City,Product_Line,Customer_Tier,Traffic_Source,Units_Sold,Unit_Retail_Price,Unit_Manufacturing_Cost,Net_Revenue,Total_Cost,Gross_Profit,Profit_Margin_Pct
5006775,2023-09-04,Paris,Fine Jewelry,First-Time Buyer,Paid Social,1,9253,1664,9253,1664,7589,82.0
5007897,2023-09-04,New York,Designer Handbags,Silver,Organic Search,1,3460,844,3460,844,2616,75.6
5003623,2023-09-04,Paris,Fine Jewelry,Gold,Organic Search,1,9677,1984,9677,1984,7693,79.5
5004430,2023-09-04,Tokyo,Luxury Watches,First-Time Buyer,Paid Social,1,14930,2902,14930,2902,12028,80.6
5003400,2023-09-04,New York,Designer Handbags,First-Time Buyer,Organic Search,1,3648,766,3648,766,2882,79.0
5003399,2023-09-04,Paris,Designer Handbags,First-Time Buyer,Exclusive Invite,3,3046,728,9138,2184,6954,76.1
5003653,2023-09-04,Paris,Luxury Watches,Gold,Organic Search,1,14521,4835,14521,4835,9686,66.7
5003926,2023-09-04,Tokyo,Fine Jewelry,Silver,Walk-in,1,8797,1692,8797,1692,7105,80.8
5005434,2023-09-04,Paris,Luxury Watches,First-Time Buyer,Walk-in,2,14878,3171,29756,6342,23414,78.7
5000979,2023-09-04,New York,Luxury Watches,Silver,Exclusive Invite,2,14601,3409,29202,6818,22384,76.7
5002657,2023-09-04,Paris,Haute Fragrance,First-Time Buyer,Organic Search,1,374,106,374,106,268,71.7
5002693,2023-09-04,Dubai,Luxury Watches,Platinum (VIP),Organic Search,1,13960,3880,13960,3880,10080,72.2
5004804,2023-09-04,Dubai,Haute Fragrance,Silver,Walk-in,1,363,75,363,75,288,79.3
5001788,2023-09-04,Milan,Designer Handbags,Silver,Paid Social,1,3491,918,3491,918,2573,73.7
5007452,2023-09-04,New York,Luxury Watches,First-Time Buyer,Organic Search,1,13150,3199,13150,3199,9951,75.7
5005717,2023-09-04,New York,Luxury Watches,First-Time Buyer,Organic Search,1,11597,1875,11597,1875,9722,83.8
5008036,2023-09-05,New York,Haute Fragrance,Gold,Paid Social,1,410,82,410,82,328,80.0
5001448,2023-09-05,Tokyo,Fine Jewelry,First-Time Buyer,Paid Social,1,9772,3336,9772,3336,6436,65.9
5002084,2023-09-05,Dubai,Designer Handbags,Platinum (VIP),Organic Search,2,3785,1319,7570,2638,4932,65.2
5007163,2023-09-05,Tokyo,Fine Jewelry,First-Time Buyer,Paid Social,1,9190,1639,9190,1639,7551,82.2
5009711,2023-09-05,Paris,Luxury Watches,Gold,Exclusive Invite,1,11614,3485,11614,3485,8129,70.0
5007628,2023-09-05,Milan,Luxury Watches,First-Time Buyer,Paid Social,1,14087,4881,14087,4881,9206,65.4
5006344,2023-09-05,Paris,Designer Handbags,First-Time Buyer,Paid Social,3,3499,1197,10497,3591,6906,65.8
5001047,2023-09-05,New York,Designer Handbags,Silver,Paid Social,1,2892,524,2892,524,2368,81.9
5001063,2023-09-05,Dubai,Designer Handbags,Silver,Organic Search,2,3537,1090,7074,2180,4894,69.2
5002816,2023-09-05,Tokyo,Fine Jewelry,First-Time Buyer,Walk-in,1,8701,1983,8701,1983,6718,77.2
5007284,2023-09-05,New York,Haute Fragrance,Gold,Paid Social,1,321,71,321,71,250,77.9
5002134,2023-09-05,New York,Luxury Watches,First-Time Buyer,Exclusive Invite,2,12289,3763,24578,7526,17052,69.4
5006739,2023-09-05,Paris,Fine Jewelry,First-Time Buyer,Walk-in,1,9656,2830,9656,2830,6826,70.7
5002958,2023-09-05,Dubai,Designer Handbags,First-Time Buyer,Organic Search,1,3421,1136,3421,1136,2285,66.8
5007359,2023-09-05,New York,Fine Jewelry,Silver,Paid Social,1,8218,2072,8218,2072,6146,74.8
5000646,2023-09-06,Dubai,Designer Handbags,Silver,Organic Search,1,3484,984,3484,984,2500,71.8
5004758,2023-09-06,New York,Designer Handbags,Platinum (VIP),Organic Search,1,3821,1305,3821,1305,2516,65.8
5006263,2023-09-06,Dubai,Designer Handbags,Silver,Organic Search,2,3794,830,7588,1660,5928,78.1
5000180,2023-09-06,Tokyo,Luxury Watches,First-Time Buyer,Walk-in,1,14747,2630,14747,2630,12117,82.2
5002392,2023-09-06,Milan,Luxury Watches,First-Time Buyer,Organic Search,1,13299,3363,13299,3363,9936,74.7
5002535,2023-09-06,New York,Designer Handbags,First-Time Buyer,Paid Social,1,3521,866,3521,866,2655,75.4
5005045,2023-09-06,Paris,Luxury Watches,Silver,Walk-in,3,12007,3116,36021,9348,26673,74.0
5007861,2023-09-06,Paris,Fine Jewelry,Gold,Walk-in,1,9991,1612,9991,1612,8379,83.9
5006660,2023-09-06,New York,Designer Handbags,Silver,Paid Social,1,3607,1149,3607,1149,2458,68.1
5007335,2023-09-06,Milan,Haute Fragrance,Gold,Paid Social,1,402,135,402,135,267,66.4
5000378,2023-09-06,New York,Haute Fragrance,Silver,Walk-in,1,356,113,356,113,243,68.3
5005125,2023-09-06,Dubai,Haute Fragrance,Platinum (VIP),Walk-in,1,398,102,398,102,296,74.4
5000727,2023-09-07,Dubai,Designer Handbags,Silver,Organic Search,2,3311,1021,6622,2042,4580,69.2
5009696,2023-09-07,Paris,Designer Handbags,Platinum (VIP),Walk-in,1,3792,1017,3792,1017,2775,73.2
5006907,2023-09-07,Dubai,Designer Handbags,Gold,Paid Social,1,3051,520,3051,520,2531,83.0
5007267,2023-09-07,Paris,Haute Fragrance,First-Time Buyer,Exclusive Invite,3,332,110,996,330,666,66.9
5008706,2023-09-07,New York,Designer Handbags,Silver,Walk-in,1,3755,801,3755,801,2954,78.7
5000703,2023-09-07,New York,Luxury Watches,Silver,Organic Search,1,13065,4297,13065,4297,8768,67.1
5005912,2023-09-07,Paris,Designer Handbags,Silver,Organic Search,2,3213,518,6426,1036,5390,83.9
5006564,2023-09-07,Tokyo,Luxury Watches,Silver,Organic Search,1,14027,3550,14027,3550,10477,74.7
5009862,2023-09-07,Paris,Luxury Watches,Silver,Walk-in,1,13246,3964,13246,3964,9282,70.1
5003490,2023-09-07,Dubai,Haute Fragrance,Silver,Walk-in,1,321,95,321,95,226,70.4
5002237,2023-09-07,Paris,Luxury Watches,First-Time Buyer,Paid Social,1,11641,3032,11641,3032,8609,74.0
5008328,2023-09-07,New York,Haute Fragrance,Gold,Walk-in,1,321,64,321,64,257,80.1
5000515,2023-09-07,Paris,Designer Handbags,First-Time Buyer,Paid Social,1,3275,615,3275,615,2660,81.2
5004952,2023-09-07,Paris,Luxury Watches,First-Time Buyer,Paid Social,1,14363,2726,14363,2726,11637,81.0
5005279,2023-09-07,Tokyo,Designer Handbags,First-Time Buyer,Paid Social,1,3793,1101,3793,1101,2692,71.0
5005555,2023-09-07,Paris,Designer Handbags,Silver,Paid Social,1,3447,961,3447,961,2486,72.1
5004083,2023-09-07,Paris,Designer Handbags,Platinum (VIP),Organic Search,1,3658,1237,3658,1237,2421,66.2
5009104,2023-09-07,Milan,Luxury Watches,First-Time Buyer,Walk-in,1,14123,4237,14123,4237,9886,70.0
5006173,2023-09-07,Paris,Luxury Watches,First-Time Buyer,Organic Search,1,12419,1919,12419,1919,10500,84.5
5004098,2023-09-07,Paris,Designer Handbags,First-Time Buyer,Organic Search,1,3410,985,3410,985,2425,71.1
5005157,2023-09-08,New York,Luxury Watches,First-Time Buyer,Organic Search,3,12397,4066,37191,12198,24993,67.2
5009511,2023-09-08,Paris,Haute Fragrance,Gold,Exclusive Invite,1,352,57,352,57,295,83.8
5009415,2023-09-08,New York,Fine Jewelry,First-Time Buyer,Walk-in,1,8417,2418,8417,2418,5999,71.3
5000281,2023-09-08,New York,Luxury Watches,Gold,Organic Search,1,14980,2460,14980,2460,12520,83.6
5003261,2023-09-08,Paris,Luxury Watches,Silver,Walk-in,1,11987,3813,11987,3813,8174,68.2
5001820,2023-09-08,New York,Haute Fragrance,First-Time Buyer,Exclusive Invite,2,419,95,838,190,648,77.3
5001253,2023-09-08,New York,Fine Jewelry,First-Time Buyer,Walk-in,3,7851,1800,23553,5400,18153,77.1
5003524,2023-09-08,Paris,Luxury Watches,Gold,Walk-in,1,11381,3082,11381,3082,8299,72.9
5009959,2023-09-08,Dubai,Designer Handbags,Silver,Walk-in,1,3537,1141,3537,1141,2396,67.7
5007753,2023-09-08,Paris,Designer Handbags,Silver,Exclusive Invite,1,3167,935,3167,935,2232,70.5
5006895,2023-09-08,Dubai,Fine Jewelry,First-Time Buyer,Walk-in,1,9693,2208,9693,2208,7485,77.2
5004345,2023-09-08,New York,Fine Jewelry,Platinum (VIP),Organic Search,1,8768,1689,8768,1689,7079,80.7
5000995,2023-09-08,Paris,Haute Fragrance,Silver,Paid Social,2,343,118,686,236,450,65.6
5000017,2023-09-09,Dubai,Designer Handbags,First-Time Buyer,Exclusive Invite,1,3336,500,3336,500,2836,85.0
5006998,2023-09-09,Paris,Designer Handbags,First-Time Buyer,Organic Search,1,3358,1059,3358,1059,2299,68.5
5000558,2023-09-09,New York,Designer Handbags,First-Time Buyer,Exclusive Invite,3,3725,571,11175,1713,9462,84.7
5002955,2023-09-09,Tokyo,Designer Handbags,First-Time Buyer,Organic Search,1,3425,528,3425,528,2897,84.6
5002979,2023-09-09,Tokyo,Haute Fragrance,Platinum (VIP),Organic Search,1,315,109,315,109,206,65.4
5003999,2023-09-09,Tokyo,Fine Jewelry,First-Time Buyer,Organic Search,2,8555,1968,17110,3936,13174,77.0
5003563,2023-09-09,New York,Designer Handbags,Silver,Walk-in,1,3451,1020,3451,1020,2431,70.4
5001983,2023-09-09,Paris,Haute Fragrance,Gold,Walk-in,1,320,109,320,109,211,65.9
5005596,2023-09-09,Tokyo,Fine Jewelry,First-Time Buyer,Organic Search,1,9167,2352,9167,2352,6815,74.3
5003677,2023-09-09,Dubai,Luxury Watches,Silver,Walk-in,2,11474,3147,22948,6294,16654,72.6
5005602,2023-09-09,Paris,Designer Handbags,Gold,Walk-in,1,2921,828,2921,828,2093,71.7
5003826,2023-09-09,New York,Haute Fragrance,Gold,Walk-in,1,386,74,386,74,312,80.8
5005892,2023-09-09,Dubai,Haute Fragrance,First-Time Buyer,Exclusive Invite,1,385,74,385,74,311,80.8
5006751,2023-09-09,New York,Haute Fragrance,First-Time Buyer,Paid Social,1,380,126,380,126,254,66.8
5008289,2023-09-09,Dubai,Luxury Watches,Silver,Paid Social,1,13019,3237,13019,3237,9782,75.1
5008037,2023-09-09,New York,Designer Handbags,First-Time Buyer,Exclusive Invite,1,3217,701,3217,701,2516,78.2
5006832,2023-09-09,Paris,Designer Handbags,Platinum (VIP),Organic Search,1,3126,588,3126,588,2538,81.2
5004198,2023-09-09,Tokyo,Luxury Watches,First-Time Buyer,Walk-in,1,11286,1955,11286,1955,9331,82.7
5003175,2023-09-09,Milan,Haute Fragrance,Silver,Paid Social,1,337,69,337,69,268,79.5
5004924,2023-09-09,Tokyo,Haute Fragrance,Platinum (VIP),Walk-in,1,392,101,392,101,291,74.2
5003108,2023-09-10,Paris,Luxury Watches,First-Time Buyer,Paid Social,1,14307,3900,14307,3900,10407,72.7
5008530,2023-09-10,Paris,Designer Handbags,First-Time Buyer,Organic Search,1,3275,866,3275,866,2409,73.6
5002195,2023-09-10,Dubai,Designer Handbags,First-Time Buyer,Organic Search,1,3504,1162,3504,1162,2342,66.8
5000317,2023-09-10,Paris,Luxury Watches,First-Time Buyer,Organic Search,1,12807,2863,12807,2863,9944,77.6
5005703,2023-09-10,Tokyo,Luxury Watches,Silver,Walk-in,1,11838,3285,11838,3285,8553,72.3
5007392,2023-09-10,Paris,Designer Handbags,Silver,Walk-in,1,3737,771,3737,771,2966,79.4
5008690,2023-09-10,Tokyo,Haute Fragrance,Gold,Paid Social,2,339,111,678,222,456,67.3
5002025,2023-09-10,New York,Haute Fragrance,First-Time Buyer,Walk-in,1,415,130,415,130,285,68.7
5008810,2023-09-10,Dubai,Designer Handbags,Gold,Organic Search,1,3236,755,3236,755,2481,76.7
5000081,2023-09-10,Tokyo,Luxury Watches,Gold,Exclusive Invite,3,12404,2647,37212,7941,29271,78.7
5002974,2023-09-10,Dubai,Haute Fragrance,Silver,Organic Search,1,416,86,416,86,330,79.3
5000783,2023-09-10,New York,Haute Fragrance,First-Time Buyer,Organic Search,1,347,102,347,102,245,70.6
5002821,2023-09-10,Paris,Designer Handbags,Gold,Walk-in,1,3646,889,3646,889,2757,75.6
5009300,2023-09-10,Milan,Designer Handbags,First-Time Buyer,Paid Social,1,3295,829,3295,829,2466,74.8
5002893,2023-09-11,Milan,Fine Jewelry,Silver,Walk-in,1,8934,1969,8934,1969,6965,78.0
5002154,2023-09-11,New York,Luxury Watches,Silver,Walk-in,1,14724,4400,14724,4400,10324,70.1
5007735,2023-09-11,Dubai,Fine Jewelry,Platinum (VIP),Walk-in,1,8134,2575,8134,2575,5559,68.3
5005346,2023-09-11,Tokyo,Fine Jewelry,First-Time Buyer,Walk-in,1,9825,3158,9825,3158,6667,67.9
5007759,2023-09-11,Paris,Designer Handbags,Silver,Walk-in,1,3104,586,3104,586,2518,81.1
5006932,2023-09-11,Paris,Designer Handbags,First-Time Buyer,Paid Social,1,3659,602,3659,602,3057,83.5
5000732,2023-09-11,Paris,Haute Fragrance,Silver,Paid Social,1,317,92,317,92,225,71.0
5000631,2023-09-11,New York,Luxury Watches,Silver,Organic Search,1,12929,4510,12929,4510,8419,65.1
5000533,2023-09-11,New York,Fine Jewelry,First-Time Buyer,Walk-in,2,9262,2622,18524,5244,13280,71.7
5006208,2023-09-11,New York,Designer Handbags,Gold,Exclusive Invite,1,3063,910,3063,910,2153,70.3
5009158,2023-09-11,New York,Luxury Watches,Silver,Walk-in,1,11874,2031,11874,2031,9843,82.9
5002471,2023-09-11,New York,Designer Handbags,First-Time Buyer,Organic Search,1,2895,595,2895,595,2300,79.4
5005707,2023-09-11,New York,Designer Handbags,Platinum (VIP),Organic Search,1,3549,932,3549,932,2617,73.7
5001948,2023-09-11,Dubai,Designer Handbags,Platinum (VIP),Walk-in,1,3804,1108,3804,1108,2696,70.9
5003718,2023-09-11,Milan,Designer Handbags,First-Time Buyer,Walk-in,1,3682,919,3682,919,2763,75.0
5009772,2023-09-11,New York,Fine Jewelry,First-Time Buyer,Organic Search,1,7741,1395,7741,1395,6346,82.0
5002732,2023-09-11,Tokyo,Luxury Watches,Silver,Paid Social,1,13053,3692,13053,3692,9361,71.7
5000154,2023-09-12,Tokyo,Designer Handbags,First-Time Buyer,Organic Search,2,3536,638,7072,1276,5796,82.0
5006057,2023-09-12,Milan,Fine Jewelry,Silver,Organic Search,1,8408,1995,8408,1995,6413,76.3
5007782,2023-09-12,Tokyo,Fine Jewelry,First-Time Buyer,Paid Social,1,9670,3069,9670,3069,6601,68.3
5008171,2023-09-12,Dubai,Luxury Watches,First-Time Buyer,Paid Social,1,14290,4308,14290,4308,9982,69.9
5003549,2023-09-12,Tokyo,Designer Handbags,Silver,Walk-in,1,3641,943,3641,943,2698,74.1
5008405,2023-09-12,Tokyo,Luxury Watches,First-Time Buyer,Walk-in,1,14060,3204,14060,3204,10856,77.2
5008520,2023-09-12,New York,Luxury Watches,Silver,Paid Social,1,14462,4866,14462,4866,9596,66.4
5005190,2023-09-12,New York,Designer Handbags,Silver,Exclusive Invite,1,3153,542,3153,542,2611,82.8
5005126,2023-09-12,Dubai,Designer Handbags,First-Time Buyer,Organic Search,1,3190,942,3190,942,2248,70.5
5001417,2023-09-12,Paris,Luxury Watches,Silver,Organic Search,1,13127,2068,13127,2068,11059,84.2
5005270,2023-09-12,Tokyo,Luxury Watches,First-Time Buyer,Walk-in,1,14305,3376,14305,3376,10929,76.4
5009232,2023-09-12,Paris,Designer Handbags,Gold,Organic Search,1,3747,595,3747,595,3152,84.1
5007856,2023-09-12,Tokyo,Fine Jewelry,Gold,Organic Search,1,8748,2899,8748,2899,5849,66.9
5002658,2023-09-12,Milan,Luxury Watches,First-Time Buyer,Paid Social,3,13573,2113,40719,6339,34380,84.4
5001353,2023-09-12,Paris,Luxury Watches,Platinum (VIP),Walk-in,3,12442,2148,37326,6444,30882,82.7
5006556,2023-09-12,Milan,Haute Fragrance,Silver,Organic Search,1,413,70,413,70,343,83.1
5004996,2023-09-13,Milan,Luxury Watches,Silver,Walk-in,2,12182,4126,24364,8252,16112,66.1
5004411,2023-09-13,Paris,Fine Jewelry,Platinum (VIP),Walk-in,1,8538,1760,8538,1760,6778,79.4
5005362,2023-09-13,New York,Haute Fragrance,Gold,Organic Search,1,392,128,392,128,264,67.3
5008351,2023-09-13,Tokyo,Designer Handbags,First-Time Buyer,Organic Search,1,3430,1091,3430,1091,2339,68.2
5008467,2023-09-13,Milan,Fine Jewelry,Platinum (VIP),Organic Search,1,8388,2853,8388,2853,5535,66.0
5000818,2023-09-13,Tokyo,Luxury Watches,First-Time Buyer,Walk-in,1,14691,2367,14691,2367,12324,83.9
5000875,2023-09-13,Milan,Fine Jewelry,First-Time Buyer,Walk-in,3,9500,3266,28500,9798,18702,65.6
5006033,2023-09-13,Paris,Haute Fragrance,Silver,Walk-in,1,392,123,392,123,269,68.6
5003045,2023-09-13,Paris,Designer Handbags,First-Time Buyer,Organic Search,1,3715,1222,3715,1222,2493,67.1
5008859,2023-09-13,Paris,Designer Handbags,First-Time Buyer,Paid Social,1,2974,502,2974,502,2472,83.1
5006015,2023-09-13,New York,Luxury Watches,Silver,Walk-in,1,12467,3164,12467,3164,9303,74.6
5009159,2023-09-14,Dubai,Luxury Watches,Gold,Organic Search,1,14279,3454,14279,3454,10825,75.8
5001908,2023-09-14,Tokyo,Designer Handbags,Gold,Organic Search,1,3051,461,3051,461,2590,84.9
5009129,2023-09-14,Milan,Designer Handbags,First-Time Buyer,Walk-in,2,3601,944,7202,1888,5314,73.8
5005883,2023-09-14,Paris,Fine Jewelry,First-Time Buyer,Paid Social,1,9935,2091,9935,2091,7844,79.0
5004775,2023-09-14,New York,Luxury Watches,Silver,Organic Search,1,12469,2183,12469,2183,10286,82.5
5004317,2023-09-14,New York,Designer Handbags,Gold,Organic Search,1,3057,1030,3057,1030,2027,66.3
5004418,2023-09-14,Dubai,Fine Jewelry,Platinum (VIP),Organic Search,1,8335,1776,8335,1776,6559,78.7
5006943,2023-09-14,Tokyo,Designer Handbags,Platinum (VIP),Walk-in,1,3789,1001,3789,1001,2788,73.6
5000083,2023-09-14,Paris,Haute Fragrance,First-Time Buyer,Paid Social,1,401,102,401,102,299,74.6
5005790,2023-09-14,Milan,Haute Fragrance,First-Time Buyer,Paid Social,1,329,73,329,73,256,77.8
5008006,2023-09-14,Paris,Designer Handbags,First-Time Buyer,Paid Social,3,2989,948,8967,2844,6123,68.3
5002873,2023-09-14,New York,Fine Jewelry,Gold,Paid Social,2,8716,1802,17432,3604,13828,79.3
5005196,2023-09-14,Paris,Haute Fragrance,Silver,Paid Social,1,396,66,396,66,330,83.3
5002267,2023-09-15,New York,Fine Jewelry,First-Time Buyer,Organic Search,1,9506,3234,9506,3234,6272,66.0
5001887,2023-09-15,Dubai,Designer Handbags,Gold,Organic Search,1,2950,458,2950,458,2492,84.5
5003005,2023-09-15,New York,Designer Handbags,First-Time Buyer,Walk-in,1,3093,754,3093,754,2339,75.6
5006939,2023-09-15,Paris,Designer Handbags,First-Time Buyer,Exclusive Invite,1,3421,1195,3421,1195,2226,65.1
5004686,2023-09-15,Milan,Fine Jewelry,Gold,Exclusive Invite,1,9385,2988,9385,2988,6397,68.2
5009935,2023-09-15,Tokyo,Designer Handbags,Silver,Paid Social,1,3608,979,3608,979,2629,72.9
5006754,2023-09-15,New York,Designer Handbags,Silver,Organic Search,1,3119,1005,3119,1005,2114,67.8
5006929,2023-09-15,Paris,Designer Handbags,First-Time Buyer,Paid Social,1,3413,1062,3413,1062,2351,68.9
5004483,2023-09-15,New York,Luxury Watches,Silver,Paid Social,1,14374,3576,14374,3576,10798,75.1
5005843,2023-09-15,Tokyo,Designer Handbags,Silver,Exclusive Invite,1,3156,684,3156,684,2472,78.3
5008485,2023-09-16,Milan,Designer Handbags,First-Time Buyer,Paid Social,3,3380,679,10140,2037,8103,79.9
5005299,2023-09-16,New York,Designer Handbags,First-Time Buyer,Organic Search,2,3468,1189,6936,2378,4558,65.7
5008302,2023-09-16,Milan,Luxury Watches,First-Time Buyer,Organic Search,1,13382,3718,13382,3718,9664,72.2
5002207,2023-09-16,Tokyo,Designer Handbags,Gold,Organic Search,1,3746,1013,3746,1013,2733,73.0
5006043,2023-09-16,Paris,Fine Jewelry,Platinum (VIP),Walk-in,1,9009,3065,9009,3065,5944,66.0
5006518,2023-09-16,Paris,Luxury Watches,Silver,Organic Search,1,14304,3103,14304,3103,11201,78.3
5004991,2023-09-16,Milan,Luxury Watches,Gold,Paid Social,1,11357,2254,11357,2254,9103,80.2
5001920,2023-09-16,Dubai,Luxury Watches,Silver,Organic Search,1,14451,2561,14451,2561,11890,82.3
5005529,2023-09-16,New York,Luxury Watches,First-Time Buyer,Organic Search,1,12349,3704,12349,3704,8645,70.0
5009226,2023-09-16,New York,Luxury Watches,First-Time Buyer,Walk-in,3,14535,3997,43605,11991,31614,72.5
5007086,2023-09-16,Milan,Fine Jewelry,Silver,Paid Social,1,8325,2112,8325,2112,6213,74.6
5000970,2023-09-16,Paris,Haute Fragrance,Silver,Organic Search,1,329,104,329,104,225,68.4
5007742,2023-09-16,Dubai,Designer Handbags,Gold,Exclusive Invite,1,3157,956,3157,956,2201,69.7
5005582,2023-09-16,New York,Luxury Watches,Gold,Paid Social,1,13821,2797,13821,2797,11024,79.8
5008083,2023-09-16,Tokyo,Designer Handbags,First-Time Buyer,Paid Social,1,2983,830,2983,830,2153,72.2
5006547,2023-09-17,Tokyo,Luxury Watches,First-Time Buyer,Exclusive Invite,1,14976,3730,14976,3730,11246,75.1
5008461,2023-09-17,Paris,Designer Handbags,Platinum (VIP),Exclusive Invite,1,2952,955,2952,955,1997,67.6
5008099,2023-09-17,New York,Luxury Watches,First-Time Buyer,Paid Social,1,14071,2675,14071,2675,11396,81.0
5002219,2023-09-17,New York,Designer Handbags,First-Time Buyer,Organic Search,1,3488,528,3488,528,2960,84.9
5000649,2023-09-17,Tokyo,Luxury Watches,First-Time Buyer,Walk-in,1,12678,3481,12678,3481,9197,72.5
5005413,2023-09-17,New York,Designer Handbags,Gold,Organic Search,3,3179,732,9537,2196,7341,77.0
5007265,2023-09-17,New York,Designer Handbags,First-Time Buyer,Exclusive Invite,1,3518,1045,3518,1045,2473,70.3
5005208,2023-09-17,New York,Designer Handbags,First-Time Buyer,Organic Search,2,3246,540,6492,1080,5412,83.4
5005085,2023-09-17,Tokyo,Designer Handbags,First-Time Buyer,Walk-in,3,3731,872,11193,2616,8577,76.6
5008487,2023-09-17,New York,Haute Fragrance,First-Time Buyer,Organic Search,2,357,116,714,232,482,67.5
5004958,2023-09-17,Tokyo,Haute Fragrance,Silver,Paid Social,1,353,64,353,64,289,81.9
5003156,2023-09-17,Paris,Luxury Watches,Gold,Organic Search,1,14391,3811,14391,3811,10580,73.5
5008591,2023-09-17,Dubai,Luxury Watches,First-Time Buyer,Paid Social,1,12058,2778,12058,2778,9280,77.0
5002638,2023-09-18,New York,Luxury Watches,Silver,Walk-in,1,14456,4974,14456,4974,9482,65.6
5000500,2023-09-18,Paris,Designer Handbags,First-Time Buyer,Walk-in,1,3332,759,3332,759,2573,77.2
5004600,2023-09-18,Milan,Fine Jewelry,Gold,Organic Search,1,9508,2556,9508,2556,6952,73.1
5003547,2023-09-18,Dubai,Fine Jewelry,First-Time Buyer,Paid Social,1,8529,2756,8529,2756,5773,67.7
5002652,2023-09-18,Paris,Designer Handbags,First-Time Buyer,Organic Search,1,2882,867,2882,867,2015,69.9
5007552,2023-09-18,Tokyo,Designer Handbags,Silver,Exclusive Invite,1,3563,860,3563,860,2703,75.9
5007583,2023-09-18,New York,Designer Handbags,Silver,Organic Search,1,3460,804,3460,804,2656,76.8
5000813,2023-09-18,New York,Fine Jewelry,First-Time Buyer,Organic Search,1,9437,2136,9437,2136,7301,77.4
5006002,2023-09-18,Paris,Luxury Watches,Silver,Organic Search,1,13252,3522,13252,3522,9730,73.4
5006955,2023-09-18,Tokyo,Designer Handbags,Silver,Walk-in,1,3219,888,3219,888,2331,72.4
5008503,2023-09-18,Tokyo,Designer Handbags,Silver,Walk-in,1,3528,1125,3528,1125,2403,68.1
5004707,2023-09-18,Tokyo,Haute Fragrance,First-Time Buyer,Organic Search,2,414,99,828,198,630,76.1
5008059,2023-09-18,Tokyo,Designer Handbags,First-Time Buyer,Walk-in,1,3052,864,3052,864,2188,71.7
5006613,2023-09-18,Tokyo,Haute Fragrance,First-Time Buyer,Organic Search,1,322,109,322,109,213,66.1
5003122,2023-09-18,New York,Designer Handbags,Silver,Paid Social,2,3689,920,7378,1840,5538,75.1
5000435,2023-09-18,Paris,Designer Handbags,First-Time Buyer,Walk-in,1,3489,1167,3489,1167,2322,66.6
5009084,2023-09-18,Tokyo,Luxury Watches,First-Time Buyer,Organic Search,1,14010,3353,14010,3353,10657,76.1
5002396,2023-09-18,Milan,Designer Handbags,Silver,Paid Social,1,3565,702,3565,702,2863,80.3
5006806,2023-09-18,Milan,Haute Fragrance,First-Time Buyer,Organic Search,1,396,59,396,59,337,85.1
5006492,2023-09-18,Tokyo,Designer Handbags,First-Time Buyer,Organic Search,1,3186,805,3186,805,2381,74.7
5003731,2023-09-18,New York,Fine Jewelry,First-Time Buyer,Organic Search,2,10122,3446,20244,6892,13352,66.0
5001478,2023-09-19,Tokyo,Luxury Watches,Silver,Walk-in,1,14148,2506,14148,2506,11642,82.3
5002808,2023-09-19,New York,Designer Handbags,First-Time Buyer,Paid Social,1,3476,1090,3476,1090,2386,68.6
5009613,2023-09-19,Tokyo,Luxury Watches,First-Time Buyer,Walk-in,2,11480,2078,22960,4156,18804,81.9
5007879,2023-09-19,Tokyo,Fine Jewelry,First-Time Buyer,Organic Search,1,9116,2872,9116,2872,6244,68.5
5008269,2023-09-19,Dubai,Designer Handbags,Gold,Paid Social,1,3351,1150,3351,1150,2201,65.7
5003717,2023-09-19,Paris,Haute Fragrance,Gold,Organic Search,2,321,94,642,188,454,70.7
5009101,2023-09-19,Milan,Luxury Watches,First-Time Buyer,Paid Social,1,13997,3265,13997,3265,10732,76.7
5007305,2023-09-19,Dubai,Luxury Watches,Gold,Walk-in,1,11365,3404,11365,3404,7961,70.0
5002740,2023-09-19,New York,Luxury Watches,Gold,Exclusive Invite,1,11713,3184,11713,3184,8529,72.8
5004294,2023-09-19,New York,Fine Jewelry,Silver,Walk-in,1,9652,2782,9652,2782,6870,71.2
5006349,2023-09-19,New York,Luxury Watches,First-Time Buyer,Walk-in,1,11769,2493,11769,2493,9276,78.8
5007683,2023-09-19,New York,Designer Handbags,Silver,Paid Social,1,3036,588,3036,588,2448,80.6
5009255,2023-09-19,New York,Luxury Watches,First-Time Buyer,Walk-in,2,14633,2203,29266,4406,24860,84.9
5005206,2023-09-19,Dubai,Fine Jewelry,First-Time Buyer,Walk-in,1,7848,1415,7848,1415,6433,82.0
5002592,2023-09-19,New York,Haute Fragrance,First-Time Buyer,Paid Social,1,317,60,317,60,257,81.1
5003556,2023-09-19,Tokyo,Luxury Watches,Platinum (VIP),Paid Social,1,14485,3665,14485,3665,10820,74.7
5005519,2023-09-19,New York,Designer Handbags,First-Time Buyer,Walk-in,1,3360,955,3360,955,2405,71.6
5008438,2023-09-19,New York,Fine Jewelry,Gold,Organic Search,1,9269,2457,9269,2457,6812,73.5
5006872,2023-09-19,Tokyo,Designer Handbags,First-Time Buyer,Walk-in,1,2944,756,2944,756,2188,74.3
5003294,2023-09-19,Paris,Luxury Watches,First-Time Buyer,Exclusive Invite,1,13214,4621,13214,4621,8593,65.0
